,COMPNOS,INCIDENT_TYPE_DESCRIPTION,FROMDATE,Year,Month,DAY_WEEK,STREETNAME,Location
7449,130077108.0,FRAUD,08/06/2012 10:00:00 AM,2012,8,Monday,WOODWARD ST,"(42.33104635, -71.05581456)"
7450,120486419.0,LARCENY FROM MOTOR VEHICLE,08/06/2012 10:00:00 AM,2012,8,Monday,MARTIN LUTHER KING BLVD,"(42.31995136, -71.08854956)"
7451,120486579.0,PropFound,08/06/2012 10:00:00 AM,2012,8,Monday,WASHINGTON ST,"(42.34028635, -71.07141956)"
7452,120488838.0,AUTO THEFT,08/06/2012 10:00:00 AM,2012,8,Monday,BORDER ST,"(42.38094134, -71.04028457)"
7453,120489666.0,OTHER LARCENY,08/06/2012 10:00:00 AM,2012,8,Monday,CLARENDON ST,"(42.34801634, -71.07392956)"
7454,120497834.0,VANDALISM,08/06/2012 10:00:00 AM,2012,8,Monday,OAKWOOD ST,"(42.28813636, -71.07363456)"
7455,120486418.0,ROBBERY,08/06/2012 10:18:00 AM,2012,8,Monday,CENTRE ST,"(42.32276135, -71.10442455)"
7456,120486416.0,DISORDERLY,08/06/2012 10:20:00 AM,2012,8,Monday,GENEVA AV,"(42.30133635, -71.06797456)"
7457,120486468.0,VAL,08/06/2012 10:25:00 AM,2012,8,Monday,MELNEA CASS BL,"(42.33373135, -71.08257956)"
7458,120486432.0,MedAssist,08/06/2012 10:28:00 AM,2012,8,Monday,CARPENTER ST,"(42.32898135, -71.05629456)"
7459,120486482.0,InvPer,08/06/2012 10:30:00 AM,2012,8,Monday,WASHINGTON ST,"(42.3286598, -71.08561842)"
7460,120486682.0,TOWED,08/06/2012 10:30:00 AM,2012,8,Monday,BAY STATE RD,"(42.34999135, -71.09644455)"
7461,120486697.0,AUTO THEFT,08/06/2012 10:30:00 AM,2012,8,Monday,CENTRE ST,"(42.32289635, -71.10209955)"
7462,120543371.0,SIMPLE ASSAULT,08/06/2012 10:30:00 AM,2012,8,Monday,NEW CHARDON ST,"(42.36231028, -71.06198357)"
7463,120486514.0,DISORDERLY,08/06/2012 11:06:00 AM,2012,8,Monday,E 4TH ST,"(42.33477635, -71.03433957)"
7464,120486553.0,TOWED,08/06/2012 11:10:00 AM,2012,8,Monday,COMMONWEALTH AV,"(42.34122217, -71.14858688)"
7465,120486543.0,SIMPLE ASSAULT,08/06/2012 11:22:00 AM,2012,8,Monday,WASHINGTON ST,"(42.31579136, -71.09829955)"
7466,120486530.0,VAL,08/06/2012 11:27:00 AM,2012,8,Monday,WEBSTER ST,"(42.36687135, -71.03746456)"
7467,120486799.0,VANDALISM,08/06/2012 11:40:00 AM,2012,8,Monday,HARRISON AV,"(42.34302135, -71.06493956)"
7468,120488989.0,InvPer,08/06/2012 11:40:00 AM,2012,8,Monday,RIVER ST,"(42.25591637, -71.12316455)"
7469,120486568.0,Hazardous,08/06/2012 11:41:00 AM,2012,8,Monday,FARRAGUT RD,"(42.33623635, -71.02507457)"
7470,120486595.0,MedAssist,08/06/2012 11:52:00 AM,2012,8,Monday,E 2ND ST,"(42.33738135, -71.03132958)"
7471,120486593.0,InvPer,08/06/2012 11:56:00 AM,2012,8,Monday,WASHINGTON ST,"(42.35272634, -71.06257456)"
7472,120495997.0,PropLost,08/06/2012 12:00:00 PM,2012,8,Monday,HYDE PARK AV,"(42.27379636, -71.12006455)"
7473,120524160.0,SexReg,08/06/2012 12:00:00 PM,2012,8,Monday,GIBSON ST,"(42.29754136, -71.05973457)"
7474,120541409.0,LARCENY FROM MOTOR VEHICLE,08/06/2012 12:00:00 PM,2012,8,Monday,GROVELAND ST,"(42.27196136, -71.07718956)"
7475,120489595.0,PersLoc,08/06/2012 12:00:00 PM,2012,8,Monday,WASHINGTON ST,"(42.29779635, -71.07266456)"
7476,120486616.0,DRUG CHARGES,08/06/2012 12:10:00 PM,2012,8,Monday,BOYLSTON ST,"(42.35237134, -71.06490456)"
7477,120486632.0,FIRE,08/06/2012 12:15:00 PM,2012,8,Monday,NAVARRE ST,"(42.27463018, -71.11758138)"
7478,120486646.0,VAL,08/06/2012 12:15:00 PM,2012,8,Monday,ERIE ST,"(42.30317457, -71.07874159)"
7479,120486661.0,MedAssist,08/06/2012 12:24:00 PM,2012,8,Monday,DUDLEY PL,"(42.32278135, -71.07300956)"
7480,120486819.0,DRUG CHARGES,08/06/2012 12:30:00 PM,2012,8,Monday,DUDLEY ST,"(42.32104128, -71.07209693)"
7481,120486007.0,DRUG CHARGES,08/06/2012 12:30:00 PM,2012,8,Monday,HARRISON AV,"(42.33551635, -71.07438456)"
7482,120486702.0,OTHER LARCENY,08/06/2012 12:35:00 PM,2012,8,Monday,CAMBRIDGE ST,"(42.36115668, -71.06254825)"
7483,120486730.0,OTHER LARCENY,08/06/2012 12:45:00 PM,2012,8,Monday,STUART ST,"(42.35091634, -71.06343956)"
7484,120486716.0,SIMPLE ASSAULT,08/06/2012 12:57:00 PM,2012,8,Monday,TOPEKA ST,"(42.33280135, -71.06731457)"
7485,120486746.0,AUTO THEFT,08/06/2012 01:00:00 PM,2012,8,Monday,HUNTINGTON AV,"(42.33363635, -71.10583955)"
7486,120486757.0,DRUG CHARGES,08/06/2012 01:00:00 PM,2012,8,Monday,COLONIAL AV,"(42.29098136, -71.07470956)"
7487,120492320.0,BENoProp,08/06/2012 01:00:00 PM,2012,8,Monday,BELLVISTA RD,"(42.34637635, -71.13802453)"
7488,120486743.0,InvPer,08/06/2012 01:00:00 PM,2012,8,Monday,MASSACHUSETTS AV,"(42.33834288, -71.07878983)"
7489,120487082.0,BENoProp,08/06/2012 01:00:00 PM,2012,8,Monday,WORDSWORTH ST,"(42.38491444, -71.01746448)"
7490,120486787.0,OTHER LARCENY,08/06/2012 01:24:00 PM,2012,8,Monday,CAMBRIDGE ST,"(42.36115668, -71.06254825)"
7491,120487047.0,Restrain,08/06/2012 01:30:00 PM,2012,8,Monday,E BROOKLINE ST,"(42.33867135, -71.07141956)"
7492,120486829.0,OTHER LARCENY,08/06/2012 01:42:00 PM,2012,8,Monday,MCBRIDE ST,"(42.30573779, -71.10936824)"
7493,120486844.0,PersMiss,08/06/2012 01:45:00 PM,2012,8,Monday,NEW CHARDON ST,"(42.36231028, -71.06198357)"
7494,120486855.0,VAL,08/06/2012 01:45:00 PM,2012,8,Monday,WASHINGTON ST,"(42.35540135, -71.06046957)"
7495,120486852.0,FIRE,08/06/2012 01:50:00 PM,2012,8,Monday,E 1ST ST,"(42.33830135, -71.02618957)"
7496,120487012.0,VAL,08/06/2012 01:55:00 PM,2012,8,Monday,WASHINGTON ST,"(42.29201136, -71.12217455)"
7497,120490526.0,PersLoc,08/06/2012 02:00:00 PM,2012,8,Monday,ADAMS ST,"(42.30567635, -71.06162456)"
7498,120490712.0,PhoneCalls,08/06/2012 02:00:00 PM,2012,8,Monday,WARDMAN RD,"(42.31530135, -71.09485955)"
7499,120486859.0,MedAssist,08/06/2012 02:00:00 PM,2012,8,Monday,MASSACHUSETTS AV,"(42.34185635, -71.08364455)"
7500,120490078.0,VAL,08/06/2012 02:00:00 PM,2012,8,Monday,GLEN RD,"(42.30837136, -71.10051955)"
7501,120486895.0,SIMPLE ASSAULT,08/06/2012 02:08:00 PM,2012,8,Monday,W HOWELL ST,"(42.32547635, -71.05970456)"
7502,120486862.0,PropFound,08/06/2012 02:10:00 PM,2012,8,Monday,WINSHIP ST,"(0.0, 0.0)"
7503,120486886.0,SIMPLE ASSAULT,08/06/2012 02:11:00 PM,2012,8,Monday,BOYLSTON ST,"(42.35237134, -71.06490456)"
7504,120498707.0,VAL,08/06/2012 02:15:00 PM,2012,8,Monday,WASHINGTON ST,"(42.33238942, -71.08135015)"
7505,120487039.0,MVAcc,08/06/2012 02:20:00 PM,2012,8,Monday,SHAWMUT AV,"(42.34253135, -71.06984956)"
7506,120489459.0,MVAcc,08/06/2012 02:27:00 PM,2012,8,Monday,TREMONT ST,"(42.33480635, -71.08864455)"
7507,120486929.0,CRIMES AGAINST CHILDREN,08/06/2012 02:30:00 PM,2012,8,Monday,PRINCETON ST,"(42.37997634, -71.02943457)"
7508,120486971.0,InvProp,08/06/2012 02:30:00 PM,2012,8,Monday,ATHENS ST,"(42.34071635, -71.05267456)"
7509,120487021.0,OTHER LARCENY,08/06/2012 02:30:00 PM,2012,8,Monday,NEWBURY ST,"(42.35057135, -71.07881456)"
7510,120486938.0,RESIDENTIAL BURGLARY,08/06/2012 02:38:00 PM,2012,8,Monday,WOODRUFF WY,"(42.27659329, -71.08129872)"
7511,120486898.0,TOWED,08/06/2012 02:46:00 PM,2012,8,Monday,COVENTRY ST,"(42.33696635, -71.08573955)"
7512,120501178.0,SIMPLE ASSAULT,08/06/2012 03:00:00 PM,2012,8,Monday,DOONE AV,"(42.27808136, -71.08251956)"
7513,120487004.0,FORGERY,08/06/2012 03:00:00 PM,2012,8,Monday,PARK VALE AV,"(42.35185599, -71.13305761)"
7514,120487217.0,MedAssist,08/06/2012 03:00:00 PM,2012,8,Monday,ATHENS ST,"(42.34071635, -71.05267456)"
7515,130049734.0,FRAUD,08/06/2012 03:00:00 PM,2012,8,Monday,HARVARD AV,"(42.35205349, -71.13179633)"
7516,120489539.0,VAL,08/06/2012 03:00:00 PM,2012,8,Monday,TREMONT ST,"(42.33355135, -71.10296455)"
7517,120487034.0,LARCENY FROM MOTOR VEHICLE,08/06/2012 03:18:00 PM,2012,8,Monday,COLUMBUS AV,"(42.31897135, -71.09839455)"
7518,120487036.0,PropFound,08/06/2012 03:21:00 PM,2012,8,Monday,SUMMER ST,"(42.35540135, -71.06046957)"
7519,120487065.0,OTHER LARCENY,08/06/2012 03:30:00 PM,2012,8,Monday,CENTRE ST,"(42.32283635, -71.10382955)"
7520,120487072.0,ROBBERY,08/06/2012 03:45:00 PM,2012,8,Monday,HARVARD AV,"(42.34902135, -71.12987954)"
7521,120487207.0,MVAcc,08/06/2012 03:45:00 PM,2012,8,Monday,FRONTAGE RD,"(42.34140635, -71.06255956)"
7522,120487078.0,SIMPLE ASSAULT,08/06/2012 03:48:00 PM,2012,8,Monday,GRANT ST,"(42.31813135, -71.05538457)"
7523,120487718.0,DRUG CHARGES,08/06/2012 04:00:00 PM,2012,8,Monday,BLUE HILL AV,"(42.28486136, -71.09132455)"
7524,120487197.0,PersLoc,08/06/2012 04:00:00 PM,2012,8,Monday,TREMONT ST,"(42.34873634, -71.06542956)"
7525,120487515.0,DRUG CHARGES,08/06/2012 04:00:00 PM,2012,8,Monday,GIBSON ST,"(42.29754136, -71.05973457)"
7526,120487786.0,DRUG CHARGES,08/06/2012 04:00:00 PM,2012,8,Monday,WASHINGTON ST,"(42.30972244, -71.10427304)"
7527,120487787.0,DRUG CHARGES,08/06/2012 04:00:00 PM,2012,8,Monday,WASHINGTON ST,"(42.30972244, -71.10427304)"
7528,120487103.0,MedAssist,08/06/2012 04:07:00 PM,2012,8,Monday,CADDY RD,"(42.27302758, -71.07375164)"
7529,120487613.0,LARCENY FROM MOTOR VEHICLE,08/06/2012 04:15:00 PM,2012,8,Monday,WARNER ST,"(42.29578635, -71.08021956)"
7530,120487436.0,Argue,08/06/2012 04:15:00 PM,2012,8,Monday,BAKER ST,"(42.28351636, -71.16947953)"
7531,120488699.0,OTHER LARCENY,08/06/2012 04:15:00 PM,2012,8,Monday,YAWKEY WY,"(42.34618135, -71.09862455)"
7532,120491159.0,InvPer,08/06/2012 04:30:00 PM,2012,8,Monday,RIVER ST,"(42.27140636, -71.08014456)"
7533,120487187.0,MVAcc,08/06/2012 04:31:00 PM,2012,8,Monday,BOWDOIN ST,"(42.30733136, -71.06582957)"
7534,120487185.0,MVAcc,08/06/2012 04:33:00 PM,2012,8,Monday,MASSACHUSETTS AV,"(42.35085135, -71.08950955)"
7535,120487212.0,VANDALISM,08/06/2012 04:47:00 PM,2012,8,Monday,WAYLAND ST,"(42.31396488, -71.07584999)"
7536,120487223.0,DRUG CHARGES,08/06/2012 04:54:00 PM,2012,8,Monday,RIVER ST,"(42.26301636, -71.10760455)"
7537,120487265.0,AGGRAVATED ASSAULT,08/06/2012 05:08:00 PM,2012,8,Monday,NORTHAMPTON ST,"(42.33559135, -71.07717956)"
7538,120487301.0,SIMPLE ASSAULT,08/06/2012 05:20:00 PM,2012,8,Monday,EVANS ST,"(42.28251136, -71.07977456)"
7539,120487297.0,MVAcc,08/06/2012 05:20:00 PM,2012,8,Monday,HAMILTON ST,"(42.30741136, -71.06863957)"
7540,120487311.0,PubDrink,08/06/2012 05:20:00 PM,2012,8,Monday,WASHINGTON AV,"(42.33105135, -71.08270956)"
7541,120204390.0,Service,08/06/2012 05:25:00 PM,2012,8,Monday,HARRISON AV,"(42.33532135, -71.07462956)"
7542,120487589.0,SIMPLE ASSAULT,08/06/2012 05:30:00 PM,2012,8,Monday,COREY ST,"(42.37736713, -71.05627389)"
7543,120487876.0,DRUG CHARGES,08/06/2012 05:45:00 PM,2012,8,Monday,HARRISON AV,"(42.33551635, -71.07438456)"
7544,120487410.0,DRUG CHARGES,08/06/2012 05:50:00 PM,2012,8,Monday,CENTRE ST,"(42.32292136, -71.10246955)"
7545,120487371.0,PropFound,08/06/2012 05:50:00 PM,2012,8,Monday,CAMBRIDGE ST,"(42.36115668, -71.06254825)"
7546,120487360.0,InvPer,08/06/2012 05:55:00 PM,2012,8,Monday,WASHINGTON ST,"(42.27096137, -71.14623955)"
7547,120487397.0,VANDALISM,08/06/2012 05:57:00 PM,2012,8,Monday,LORNE ST,"(42.29351136, -71.09037955)"
7548,120492143.0,FRAUD,08/06/2012 06:00:00 PM,2012,8,Monday,BOYLSTON ST,"(42.35153635, -71.07188456)"
7549,120493793.0,SIMPLE ASSAULT,08/06/2012 06:00:00 PM,2012,8,Monday,FANEUIL ST,"(42.35552635, -71.15250953)"
7550,120487418.0,MVAcc,08/06/2012 06:00:00 PM,2012,8,Monday,DORCHESTER AV,"(42.32410135, -71.05683957)"
7551,120492263.0,LARCENY FROM MOTOR VEHICLE,08/06/2012 06:00:00 PM,2012,8,Monday,WORCESTER ST,"(42.33897135, -71.07749455)"
7552,120512443.0,OTHER LARCENY,08/06/2012 06:00:00 PM,2012,8,Monday,PETERBOROUGH ST,"(42.34279135, -71.10070455)"
7553,120487449.0,OTHER LARCENY,08/06/2012 06:02:00 PM,2012,8,Monday,WASHINGTON ST,"(42.35586683, -71.05996907)"
7554,120487427.0,PropFound,08/06/2012 06:10:00 PM,2012,8,Monday,ATLANTIC AV,"(42.36240087, -71.0510187)"
7555,120487444.0,DISORDERLY,08/06/2012 06:15:00 PM,2012,8,Monday,HAZELTON ST,"(42.28069131, -71.09622017)"
7556,120487476.0,DRUG CHARGES,08/06/2012 06:15:00 PM,2012,8,Monday,N HARVARD ST,"(42.36315135, -71.12974954)"
7557,120487460.0,MVAcc,08/06/2012 06:26:00 PM,2012,8,Monday,COMMONWEALTH AV,"(42.35102135, -71.11429454)"
7558,120487491.0,VAL,08/06/2012 06:30:00 PM,2012,8,Monday,SEMINOLE ST,"(0.0, 0.0)"
7559,120487496.0,MedAssist,08/06/2012 06:38:00 PM,2012,8,Monday,SOUTH ST,"(42.30539136, -71.11465955)"
7560,120506697.0,FRAUD,08/06/2012 06:40:00 PM,2012,8,Monday,MORRISSEY BL,"(42.29990201, -71.04967316)"
7561,120487503.0,SIMPLE ASSAULT,08/06/2012 06:40:00 PM,2012,8,Monday,CANAL ST,"(42.36493691, -71.06055366)"
7562,120487527.0,VAL,08/06/2012 06:45:00 PM,2012,8,Monday,BRUNSWICK ST,"(42.31044136, -71.07897956)"
7563,120487560.0,SIMPLE ASSAULT,08/06/2012 06:50:00 PM,2012,8,Monday,FRUIT ST,"(42.36240114, -71.06941954)"
7564,120487624.0,InvPer,08/06/2012 07:00:00 PM,2012,8,Monday,BREMEN ST,"(42.37091134, -71.03653958)"
7565,120489880.0,PropLost,08/06/2012 07:00:00 PM,2012,8,Monday,CLARENDON ST,"(42.34504634, -71.07245956)"
7566,120487574.0,DRUG CHARGES,08/06/2012 07:00:00 PM,2012,8,Monday,MIDDLETON ST,"(42.28395136, -71.08679956)"
7567,120488974.0,PropLost,08/06/2012 07:00:00 PM,2012,8,Monday,COLUMBIA RD,"(42.30729135, -71.07637456)"
7568,120498319.0,OTHER LARCENY,08/06/2012 07:00:00 PM,2012,8,Monday,MINER ST,"(0.0, 0.0)"
7569,120487545.0,InvPer,08/06/2012 07:07:00 PM,2012,8,Monday,CORNELL ST,"(42.27879637, -71.13444453)"
7570,120487556.0,SIMPLE ASSAULT,08/06/2012 07:10:00 PM,2012,8,Monday,NIGHTINGALE ST,"(42.29473195, -71.0850362)"
7571,120487558.0,MVAcc,08/06/2012 07:10:00 PM,2012,8,Monday,OLNEY ST,"(42.30551136, -71.07136956)"
7572,120487562.0,DRUG CHARGES,08/06/2012 07:14:00 PM,2012,8,Monday,NAY ST,"(42.38326134, -71.03931957)"
7573,120487634.0,TOWED,08/06/2012 07:15:00 PM,2012,8,Monday,LANSDOWNE ST,"(42.34716136, -71.09599455)"
7574,120487578.0,VANDALISM,08/06/2012 07:22:00 PM,2012,8,Monday,COLUMBIA RD,"(42.31256136, -71.06839957)"
7575,120487594.0,MedAssist,08/06/2012 07:29:00 PM,2012,8,Monday,SARATOGA ST,"(42.37787634, -71.03302457)"
7576,120487506.0,OTHER LARCENY,08/06/2012 07:39:00 PM,2012,8,Monday,WESTLAND AV,"(42.34338183, -71.0862151)"
7577,120487664.0,OTHER,08/06/2012 07:59:00 PM,2012,8,Monday,MASSACHUSETTS AV,"(42.33325635, -71.07289955)"
7578,120488708.0,Plates,08/06/2012 08:00:00 PM,2012,8,Monday,D ST,"(42.33790635, -71.05189457)"
7579,120487673.0,VAL,08/06/2012 08:03:00 PM,2012,8,Monday,BLUE HILL AV,"(42.27607137, -71.09356956)"
7580,120487454.0,SexReg,08/06/2012 08:12:00 PM,2012,8,Monday,SEABORN ST,"(42.29137636, -71.06882956)"
7581,120487688.0,VANDALISM,08/06/2012 08:21:00 PM,2012,8,Monday,FOWLER ST,"(42.30085079, -71.08126257)"
7582,120487717.0,DRUG CHARGES,08/06/2012 08:22:00 PM,2012,8,Monday,CENTRE ST,"(42.28250136, -71.15748453)"
7583,120487724.0,Argue,08/06/2012 08:25:00 PM,2012,8,Monday,MARLBOROUGH ST,"(42.35092635, -71.08584455)"
7584,120487735.0,MedAssist,08/06/2012 08:30:00 PM,2012,8,Monday,DORCHESTER ST,"(42.3352731, -71.04606192)"
7585,120489926.0,VAL,08/06/2012 08:30:00 PM,2012,8,Monday,DRACUT ST,"(42.28739788, -71.06193281)"
7586,120487731.0,MedAssist,08/06/2012 08:37:00 PM,2012,8,Monday,SYMPHONY RD,"(42.34294635, -71.08829955)"
7587,120490168.0,OTHER,08/06/2012 08:40:00 PM,2012,8,Monday,FRANKLIN HILL AV,"(42.29558136, -71.09156955)"
7588,120487759.0,Service,08/06/2012 08:44:00 PM,2012,8,Monday,GOVE ST,"(42.37192134, -71.03816957)"
7589,120487770.0,MedAssist,08/06/2012 08:51:00 PM,2012,8,Monday,ARMANDINE ST,"(42.28427881, -71.07410675)"
7590,120487779.0,VAL,08/06/2012 08:54:00 PM,2012,8,Monday,MERIDIAN ST,"(42.37901634, -71.03921957)"
7591,120487805.0,VAL,08/06/2012 09:00:00 PM,2012,8,Monday,HUNTINGTON AV,"(42.33909135, -71.09232955)"
7592,120487828.0,MVAcc,08/06/2012 09:13:00 PM,2012,8,Monday,COLUMBIA RD,"(42.31988135, -71.06227956)"
7593,120487872.0,STOLEN PROPERTY CHARGES,08/06/2012 09:36:00 PM,2012,8,Monday,SYDNEY ST,"(42.31328183, -71.0530059)"
7594,120487911.0,InvProp,08/06/2012 09:58:00 PM,2012,8,Monday,DALE ST,"(42.32218135, -71.08798352)"
7595,120488179.0,VANDALISM,08/06/2012 10:00:00 PM,2012,8,Monday,MICHIGAN AV,"(42.30251366, -71.08330344)"
7596,120491260.0,VANDALISM,08/06/2012 10:00:00 PM,2012,8,Monday,LEXINGTON ST,"(42.38069134, -71.02957958)"
7597,120495785.0,VANDALISM,08/06/2012 10:00:00 PM,2012,8,Monday,DALRYMPLE ST,"(42.31531069, -71.10146781)"
7598,120488677.0,VANDALISM,08/06/2012 10:00:00 PM,2012,8,Monday,WELD ST,"(42.29311885, -71.15388456)"
7599,120559518.0,SIMPLE ASSAULT,08/06/2012 10:00:00 PM,2012,8,Monday,BUNGALOW RD,"(42.26125557, -71.15867502)"
7600,120489916.0,PropFound,08/06/2012 10:00:00 PM,2012,8,Monday,HOLTON ST,"(42.35972135, -71.13480954)"
7601,120488957.0,LARCENY FROM MOTOR VEHICLE,08/06/2012 10:00:00 PM,2012,8,Monday,LEONARD ST,"(42.30197135, -71.05697957)"
7602,120492484.0,VANDALISM,08/06/2012 10:00:00 PM,2012,8,Monday,CENTRE ST,"(42.32283635, -71.10382955)"
7603,120487934.0,LICViol,08/06/2012 10:10:00 PM,2012,8,Monday,CHARLES ST S,"(42.35172134, -71.06719956)"
7604,120487957.0,Service,08/06/2012 10:12:00 PM,2012,8,Monday,CLAREMONT PARK,"(42.34207135, -71.08117955)"
7605,120487401.0,SIMPLE ASSAULT,08/06/2012 10:15:00 PM,2012,8,Monday,NORFOLK ST,"(42.28894136, -71.07431456)"
7606,120487981.0,TRESPASS,08/06/2012 10:24:00 PM,2012,8,Monday,ZEIGLER ST,"(42.32897635, -71.07956455)"
7607,120487980.0,InvPer,08/06/2012 10:25:00 PM,2012,8,Monday,E 7TH ST,"(42.33232135, -71.03421958)"
7608,120489895.0,LARCENY FROM MOTOR VEHICLE,08/06/2012 10:30:00 PM,2012,8,Monday,ELLIS ST,"(42.32313558, -71.0917698)"
7609,120487763.0,VAL,08/06/2012 10:40:00 PM,2012,8,Monday,BREMEN ST,"(42.37604134, -71.03056458)"
7610,120488023.0,SIMPLE ASSAULT,08/06/2012 10:46:00 PM,2012,8,Monday,DIXWELL ST,"(42.31435135, -71.09784956)"
7611,120488022.0,MedAssist,08/06/2012 10:46:00 PM,2012,8,Monday,RIVER ST,"(42.27196636, -71.07097956)"
7612,120488032.0,SIMPLE ASSAULT,08/06/2012 10:55:00 PM,2012,8,Monday,W COTTAGE ST,"(42.32062635, -71.07497956)"
7613,120488028.0,LICViol,08/06/2012 11:00:00 PM,2012,8,Monday,PARK PLAZA,"(42.35216634, -71.06737456)"
7614,120489082.0,RESIDENTIAL BURGLARY,08/06/2012 11:00:00 PM,2012,8,Monday,PRIESING ST,"(42.32186009, -71.1037605)"
7615,120488044.0,ROBBERY,08/06/2012 11:01:00 PM,2012,8,Monday,GLENVILLE AV,"(42.35113135, -71.13142954)"
7616,120485299.0,AUTO THEFT,08/06/2012 11:36:00 PM,2012,8,Monday,WAYLAND ST,"(42.31365733, -71.07425954)"
7617,120488088.0,AGGRAVATED ASSAULT,08/06/2012 11:44:00 PM,2012,8,Monday,ATHERTON ST,"(42.31562136, -71.09846955)"
7618,120488109.0,VANDALISM,08/07/2012 12:00:00 AM,2012,8,Tuesday,MONUMENT SQ,"(42.37680634, -71.06007956)"
7619,120488749.0,OTHER LARCENY,08/07/2012 12:00:00 AM,2012,8,Tuesday,DARTMOUTH ST,"(42.34390634, -71.07427455)"
7620,120489594.0,OTHER LARCENY,08/07/2012 12:00:00 AM,2012,8,Tuesday,COMMONWEALTH AV,"(42.35047603, -71.12773519)"
7621,120488104.0,TOWED,08/07/2012 12:01:00 AM,2012,8,Tuesday,COLUMBUS AV,"(0.0, 0.0)"
7622,120491895.0,InvProp,08/07/2012 12:01:00 AM,2012,8,Tuesday,FLEET ST,"(42.36428134, -71.05204956)"
7623,120488128.0,AGGRAVATED ASSAULT,08/07/2012 12:13:00 AM,2012,8,Tuesday,JOSEPH ST,"(42.28975636, -71.06608456)"
7624,120488144.0,MVAcc,08/07/2012 12:15:00 AM,2012,8,Tuesday,CYPHER ST,"(42.34232135, -71.04935957)"
7625,120489643.0,RESIDENTIAL BURGLARY,08/07/2012 12:15:00 AM,2012,8,Tuesday,BROOKS ST,"(42.35505135, -71.16268953)"
7626,120488520.0,LARCENY FROM MOTOR VEHICLE,08/07/2012 12:30:00 AM,2012,8,Tuesday,WORCESTER ST,"(42.33897135, -71.07749455)"
7627,120488414.0,AUTO THEFT,08/07/2012 12:30:00 AM,2012,8,Tuesday,DORCHESTER AV,"(42.30339646, -71.05937544)"
7628,120489664.0,LARCENY FROM MOTOR VEHICLE,08/07/2012 12:30:00 AM,2012,8,Tuesday,WORCESTER ST,"(42.33958135, -71.07821955)"
7629,120488234.0,Restrain,08/07/2012 12:40:00 AM,2012,8,Tuesday,MT BOWDOIN TR,"(42.30333442, -71.07578146)"
7630,120488200.0,PropFound,08/07/2012 12:45:00 AM,2012,8,Tuesday,DORCHESTER AV,"(42.30251135, -71.05957457)"
7631,120488207.0,VAL,08/07/2012 12:49:00 AM,2012,8,Tuesday,TREMONT ST,"(42.33842135, -71.08196956)"
7632,120488197.0,32GUN,08/07/2012 12:57:00 AM,2012,8,Tuesday,BRENT ST,"(42.29025136, -71.06599956)"
7633,120488203.0,MVAcc,08/07/2012 01:13:00 AM,2012,8,Tuesday,BLUE HILL AV,"(42.31082136, -71.08155956)"
7634,120488256.0,InvProp,08/07/2012 01:18:00 AM,2012,8,Tuesday,RIVER ST,"(42.26953722, -71.09075535)"
7635,120488251.0,DISORDERLY,08/07/2012 01:28:00 AM,2012,8,Tuesday,HUMPHREYS ST,"(42.31902135, -71.06705956)"
7636,120488270.0,BENoProp,08/07/2012 01:30:00 AM,2012,8,Tuesday,BOWDOIN ST,"(42.30701635, -71.06616956)"
7637,120488678.0,PropLost,08/07/2012 01:30:00 AM,2012,8,Tuesday,HOLLANDER ST,"(42.31590605, -71.0903703)"
7638,120488273.0,InvProp,08/07/2012 01:33:00 AM,2012,8,Tuesday,PARK ST,"(42.29494635, -71.07524956)"
7639,120488290.0,VAL,08/07/2012 01:45:00 AM,2012,8,Tuesday,CENTRE ST,"(42.26420717, -71.16303542)"
7640,120488183.0,VAL,08/07/2012 01:50:00 AM,2012,8,Tuesday,BOYLSTON ST,"(42.31760135, -71.10738955)"
7641,120488304.0,LICViol,08/07/2012 02:00:00 AM,2012,8,Tuesday,COMMERCIAL ST,"(42.35950634, -71.05352956)"
7642,120496672.0,InvPer,08/07/2012 02:15:00 AM,2012,8,Tuesday,SUMMER ST,"(42.34392634, -71.03846957)"
7643,120488317.0,AGGRAVATED ASSAULT,08/07/2012 02:17:00 AM,2012,8,Tuesday,CAMBRIDGE ST,"(42.35355135, -71.13739954)"
7644,120559162.0,OTHER LARCENY,08/07/2012 02:30:00 AM,2012,8,Tuesday,WASHINGTON ST,"(42.24453137, -71.12265455)"
7645,120489362.0,MVAcc,08/07/2012 02:45:00 AM,2012,8,Tuesday,GROVE ST,"(42.25964137, -71.15666954)"
7646,120488345.0,VANDALISM,08/07/2012 02:47:00 AM,2012,8,Tuesday,COOLIDGE AV,"(42.35912693, -71.1305651)"
7647,120488348.0,VAL,08/07/2012 02:55:00 AM,2012,8,Tuesday,BOYLSTON ST,"(42.34782135, -71.08555956)"
7648,120492205.0,OTHER LARCENY,08/07/2012 03:00:00 AM,2012,8,Tuesday,MONTGOMERY ST,"(42.34371635, -71.07337956)"
7649,120488385.0,COMMERCIAL BURGLARY,08/07/2012 03:41:00 AM,2012,8,Tuesday,HANCOCK ST,"(42.31424635, -71.06559456)"
7650,120488401.0,BENoProp,08/07/2012 03:41:00 AM,2012,8,Tuesday,HANCOCK ST,"(42.31424635, -71.06559456)"
7651,120488405.0,InvPer,08/07/2012 04:00:00 AM,2012,8,Tuesday,WASHINGTON ST,"(42.32005135, -71.09402956)"
