,COMPNOS,INCIDENT_TYPE_DESCRIPTION,REPORTINGAREA,FROMDATE,Year,Month,DAY_WEEK,X,Y,STREETNAME,Location
2130,120438023.0,SIMPLE ASSAULT,244,07/16/2012 01:44:00 PM,2012,7,Monday,775730.1985,2940973.03,TAFT ST,"(42.31732982, -71.05791647)"
2131,120438113.0,OTHER LARCENY,168,07/16/2012 01:45:00 PM,2012,7,Monday,771348.5616,2948697.175,WASHINGTON ST,"(42.33858635, -71.07397456)"
2132,120438050.0,MVAcc,69,07/16/2012 01:50:00 PM,2012,7,Monday,772365.7465,2955551.7010000004,CHARLES ST,"(42.35738134, -71.07008456)"
2133,120438049.0,FRAUD,751,07/16/2012 01:55:00 PM,2012,7,Monday,746332.5821,2949114.2139999997,COMMONWEALTH AV,"(42.34003635, -71.16649453)"
2134,120438061.0,MVAcc,605,07/16/2012 01:56:00 PM,2012,7,Monday,762168.0555,2946380.95,FRAWLEY ST,"(42.33235135, -71.10796955)"
2135,120438059.0,FORGERY,503,07/16/2012 01:56:00 PM,2012,7,Monday,761047.1773,2928774.728,AMERICAN LEGION HY,"(42.28405295, -71.11241077)"
2136,120438064.0,DRUG CHARGES,233,07/16/2012 02:00:00 PM,2012,7,Monday,779884.8319,2945789.528,COLUMBIA RD,"(42.33048635, -71.04245957)"
2137,120438112.0,VANDALISM,453,07/16/2012 02:00:00 PM,2012,7,Monday,771289.1227,2934205.2589999996,HARVARD PARK,"(42.29882071, -71.07446182)"
2138,120442994.0,AUTO THEFT,17,07/16/2012 02:00:00 PM,2012,7,Monday,783529.7216,2963675.5239999997,SARATOGA ST,"(42.37951134, -71.02861458)"
2139,120438169.0,Arrest,288,07/16/2012 02:00:00 PM,2012,7,Monday,768366.1044,2945145.712,WASHINGTON ST,"(42.32888135, -71.08506956)"
2140,120438080.0,Hazardous,175,07/16/2012 02:02:00 PM,2012,7,Monday,771915.5401,2946431.455,MASSACHUSETTS AV,"(42.33236135, -71.07191956)"
2141,120438098.0,VAL,351,07/16/2012 02:08:00 PM,2012,7,Monday,773078.4134,2924506.2569999998,ADAMS ST,"(42.27218137, -71.06802957)"
2142,120438051.0,InvPer,260,07/16/2012 02:08:00 PM,2012,7,Monday,771859.6426,2941194.8030000003,FOLSOM ST,"(42.31799253, -71.07222341)"
2143,120438104.0,Service,170,07/16/2012 02:12:00 PM,2012,7,Monday,771032.1683,2947352.683,HARRISON AV,"(42.33490135, -71.07516956)"
2144,120438124.0,SIMPLE ASSAULT,94,07/16/2012 02:19:00 PM,2012,7,Monday,776733.8031,2956805.902,CLINTON ST,"(42.36076134, -71.05389956)"
2145,120438437.0,OTHER LARCENY,619,07/16/2012 02:30:00 PM,2012,7,Monday,767304.4387,2950820.162,BURBANK ST,"(42.34446635, -71.08889455)"
2146,120439812.0,OTHER LARCENY,612,07/16/2012 02:30:00 PM,2012,7,Monday,762990.5031,2948327.137,LONGWOOD AV,"(42.33768135, -71.10489455)"
2147,120438157.0,VAL,430,07/16/2012 02:30:00 PM,2012,7,Monday,766862.6289,2929358.873,WOODROW AV,"(42.28558136, -71.09090956)"
2148,120439871.0,OTHER LARCENY,612,07/16/2012 02:30:00 PM,2012,7,Monday,762990.5031,2948327.137,LONGWOOD AV,"(42.33768135, -71.10489455)"
2149,120438153.0,InvProp,344,07/16/2012 02:34:00 PM,2012,7,Monday,772278.647,2934992.145,CORONA ST,"(42.30096636, -71.07078957)"
2150,120438165.0,MedAssist,582,07/16/2012 02:35:00 PM,2012,7,Monday,763142.7906,2942890.61,CENTRE ST,"(42.32276135, -71.10442455)"
2151,120438230.0,AGGRAVATED ASSAULT,342,07/16/2012 02:40:00 PM,2012,7,Monday,772405.7429,2936076.9460000005,BOWDOIN ST,"(42.30394136, -71.07029957)"
2152,120438163.0,VAL,519,07/16/2012 02:42:00 PM,2012,7,Monday,757802.1287,2920982.8819999998,WEST ST,"(42.26271137, -71.12452955)"
2153,120438150.0,MVAcc,326,07/16/2012 02:45:00 PM,2012,7,Monday,769982.7914,2939738.2660000003,BLUE HILL AV,"(42.31402135, -71.07918956)"
2154,120437885.0,VANDALISM,441,07/16/2012 02:49:00 PM,2012,7,Monday,768435.6675,2932701.1580000003,NIGHTINGALE ST,"(42.29473195, -71.0850362)"
2155,120438233.0,PubDrink,288,07/16/2012 02:50:00 PM,2012,7,Monday,768279.6227,2945691.93,MARVIN ST,"(42.33038135, -71.08537956)"
2156,120440550.0,Plates,222,07/16/2012 03:00:00 PM,2012,7,Monday,781220.6781,2948273.017,E 2ND ST,"(42.33728135, -71.03746958)"
2157,120438270.0,DRUG CHARGES,361,07/16/2012 03:25:00 PM,2012,7,Monday,773800.7479,2932530.8789999997,MATHER ST,"(42.29419136, -71.06520957)"
2158,120438258.0,InvPer,311,07/16/2012 03:27:00 PM,2012,7,Monday,769851.8126,2941554.837,WOODBINE ST,"(42.31900788, -71.07964071)"
2159,120438584.0,PropFound,795,07/16/2012 04:00:00 PM,2012,7,Monday,753680.1668,2953273.0939999996,HIGH ROCK WY,"(42.35136643, -71.13925255)"
2160,120439175.0,SIMPLE ASSAULT,466,07/16/2012 04:00:00 PM,2012,7,Monday,766280.6819,2928827.6780000003,DEERING RD,"(42.28413136, -71.09306954)"
2161,120445140.0,LARCENY FROM MOTOR VEHICLE,630,07/16/2012 04:00:00 PM,2012,7,Monday,764013.7921,2951995.7169999997,BEACON ST,"(42.34773499, -71.10104633)"
2162,120438844.0,MedAssist,0,07/16/2012 04:10:00 PM,2012,7,Monday,769706.8903,2950728.0039999997,W NEWTON ST,"(42.34418135, -71.08000955)"
2163,120438314.0,MVAcc,495,07/16/2012 04:14:00 PM,2012,7,Monday,758556.3657,2920840.892,HYDE PARK AV,"(42.26231259, -71.12174554)"
2164,120438275.0,MedAssist,393,07/16/2012 04:22:00 PM,2012,7,Monday,774688.0677,2930238.8619999997,WRENTHAM ST,"(42.28788947, -71.06197348)"
2165,120438449.0,PropFound,636,07/16/2012 04:39:00 PM,2012,7,Monday,761526.5435,2941592.807,BELMORE TR,"(42.31922053, -71.11042293)"
2166,120438408.0,STOLEN PROPERTY CHARGES,165,07/16/2012 04:48:00 PM,2012,7,Monday,774182.7413,2950406.0939999996,E BERKELEY ST,"(42.34323635, -71.06345956)"
2167,120438393.0,Argue,444,07/16/2012 04:48:00 PM,2012,7,Monday,768406.6291,2934123.522,ESMOND ST,"(42.29863538, -71.08511795)"
2168,120438399.0,InvProp,182,07/16/2012 04:50:00 PM,2012,7,Monday,772733.8583,2943682.336,NORFOLK AV,"(42.32480635, -71.06894456)"
2169,120438475.0,OTHER LARCENY,186,07/16/2012 04:54:00 PM,2012,7,Monday,774104.1328,2943918.604,ALLSTATE RD,"(42.32543556, -71.06387302)"
2170,120438290.0,PropFound,159,07/16/2012 04:55:00 PM,2012,7,Monday,771798.4845,2950093.361,UPTON ST,"(42.34241135, -71.07228455)"
2171,120441204.0,AGGRAVATED ASSAULT,936,07/16/2012 05:00:00 PM,2012,7,Monday,776145.6606,2948810.918,ORTON MAROTTA WY,"(42.33883135, -71.05622957)"
2172,120438427.0,AGGRAVATED ASSAULT,901,07/16/2012 05:03:00 PM,2012,7,Monday,765176.3347,2947209.466,MCGREEVEY WY,"(42.33458635, -71.09682955)"
2173,120438473.0,DRUG CHARGES,0,07/16/2012 05:15:00 PM,2012,7,Monday,773194.0017,2941201.102,MONADNOCK ST,"(42.31799135, -71.06728957)"
2174,120440283.0,COMMERCIAL BURGLARY,40,07/16/2012 05:30:00 PM,2012,7,Monday,775362.9138,2961625.645,CHESTNUT ST,"(42.37400634, -71.05887956)"
2175,120466486.0,LARCENY FROM MOTOR VEHICLE,233,07/16/2012 05:30:00 PM,2012,7,Monday,779438.6658,2946295.514,G ST,"(42.33188135, -71.04409957)"
2176,120438499.0,PropFound,27,07/16/2012 05:35:00 PM,2012,7,Monday,779748.8414,2960814.1989999996,MAVERICK ST,"(42.37171634, -71.04266456)"
2177,120438454.0,InvPer,804,07/16/2012 05:35:00 PM,2012,7,Monday,753874.4121,2954925.45,EVERETT ST,"(42.35589829, -71.13850805)"
2178,120438520.0,ROBBERY,139,07/16/2012 05:40:00 PM,2012,7,Monday,768691.2109,2953053.541,COMMONWEALTH AV,"(42.35057635, -71.08372456)"
2180,120438551.0,MVAcc,0,07/16/2012 05:45:00 PM,2012,7,Monday,774969.2644,2938367.6580000003,HIGH ST,"(42.31019136, -71.06077957)"
2181,120438550.0,DRUG CHARGES,76,07/16/2012 06:00:00 PM,2012,7,Monday,774927.5836,2958318.224,CANAL ST,"(42.36493691, -71.06055366)"
2182,120444360.0,OTHER LARCENY,627,07/16/2012 06:00:00 PM,2012,7,Monday,764448.9697,2951484.588,BROOKLINE AV,"(42.34632684, -71.09944541)"
2183,120438554.0,MedAssist,485,07/16/2012 06:07:00 PM,2012,7,Monday,764060.2484,2921429.3239999996,RIVER ST,"(42.26385851, -71.10140288)"
2184,120440130.0,VAL,735,07/16/2012 06:08:00 PM,2012,7,Monday,749075.4916,2929005.876,CENTRE ST,"(42.284828, -71.15664856)"
2185,120438601.0,Argue,364,07/16/2012 06:20:00 PM,2012,7,Monday,775907.083,2932784.0539999995,CENTRE ST,"(42.29485636, -71.05741956)"
2186,120438596.0,VAL,338,07/16/2012 06:20:00 PM,2012,7,Monday,774192.423,2938215.83,BOWDOIN ST,"(42.30978567, -71.06365442)"
2187,120438602.0,Argue,494,07/16/2012 06:23:00 PM,2012,7,Monday,759766.2593,2919778.597,RIVER ST,"(42.25938275, -71.11729354)"
2188,120457055.0,VANDALISM,801,07/16/2012 06:30:00 PM,2012,7,Monday,755486.7626,2954507.0730000003,HARVARD AV,"(42.35473134, -71.13254953)"
2189,120438821.0,OTHER LARCENY,762,07/16/2012 06:30:00 PM,2012,7,Monday,747843.9829,2951813.28,ROGERS PARK AV,"(42.34742635, -71.16086453)"
2190,120438634.0,SIMPLE ASSAULT,111,07/16/2012 06:34:00 PM,2012,7,Monday,774411.8094,2955028.2169999997,TREMONT ST,"(42.35591634, -71.06252456)"
2192,120443342.0,FRAUD,312,07/16/2012 06:38:00 PM,2012,7,Monday,767270.2679,2940509.336,HOLWORTHY ST,"(42.31617349, -71.08920463)"
2193,120438635.0,MedAssist,30,07/16/2012 06:42:00 PM,2012,7,Monday,782265.7126,2960374.1160000004,LUBEC ST,"(42.37047134, -71.03335958)"
2194,120438667.0,DRUG CHARGES,191,07/16/2012 06:45:00 PM,2012,7,Monday,775244.0823,2944790.3039999995,BOSTON ST,"(42.32781147, -71.05964098)"
2195,120438866.0,DRUG CHARGES,265,07/16/2012 06:52:00 PM,2012,7,Monday,770360.4284,2942130.764,BLUE HILL AV,"(42.32058135, -71.07774956)"
2196,120438659.0,SIMPLE ASSAULT,271,07/16/2012 06:54:00 PM,2012,7,Monday,770701.3598,2947021.0810000002,HARRISON AV,"(42.33399593, -71.07639912)"
2197,120439709.0,OTHER LARCENY,5,07/16/2012 07:00:00 PM,2012,7,Monday,792339.2197,2964975.235,SARATOGA ST,"(42.38293953, -70.99598192)"
2198,120438668.0,VAL,428,07/16/2012 07:00:00 PM,2012,7,Monday,772199.9303,2929663.872,WASHINGTON ST,"(42.28634636, -71.07117956)"
2199,120438706.0,DRUG CHARGES,0,07/16/2012 07:10:00 PM,2012,7,Monday,773368.6973,2950729.9260000004,E BERKELEY ST,"(42.34413635, -71.06646456)"
2200,120438701.0,MedAssist,902,07/16/2012 07:12:00 PM,2012,7,Monday,780144.1312,2959668.3660000004,JACOBBE RD,"(42.36856634, -71.04122457)"
2201,120438711.0,VAL,330,07/16/2012 07:13:00 PM,2012,7,Monday,768773.0526,2937392.724,BLUE HILL AV,"(42.30760135, -71.08370455)"
2202,120438709.0,Argue,285,07/16/2012 07:15:00 PM,2012,7,Monday,768687.8553,2947924.209,WARWICK ST,"(42.33650135, -71.08382955)"
2203,120438736.0,SIMPLE ASSAULT,406,07/16/2012 07:15:00 PM,2012,7,Monday,771348.5999,2924180.5,RIVER ST,"(42.27131132, -71.07442685)"
2204,120437657.0,SIMPLE ASSAULT,116,07/16/2012 07:15:00 PM,2012,7,Monday,774701.6076,2953074.545,KNEELAND ST,"(42.35055135, -71.06148957)"
2205,120722845.0,DRUG CHARGES,28,07/16/2012 07:22:00 PM,2012,7,Monday,781704.3866,2961227.462,CHELSEA ST,"(42.37282134, -71.03541958)"
2206,120439127.0,LARCENY FROM MOTOR VEHICLE,96,07/16/2012 07:30:00 PM,2012,7,Monday,777401.974,2955922.021,ATLANTIC AV,"(42.35832634, -71.05144456)"
2207,120441152.0,SIMPLE ASSAULT,440,07/16/2012 07:41:00 PM,2012,7,Monday,767625.554,2932751.6789999995,TALBOT AV,"(42.29488136, -71.08802956)"
2208,120438800.0,DRUG CHARGES,337,07/16/2012 07:45:00 PM,2012,7,Monday,771088.7814,2937615.5089999996,COLUMBIA RD,"(42.30818136, -71.07513956)"
2209,120438752.0,SIMPLE ASSAULT,624,07/16/2012 08:00:00 PM,2012,7,Monday,764290.6734,2951277.7660000003,BROOKLINE AV,"(42.34576135, -71.10003455)"
2210,120439942.0,MVAcc,564,07/16/2012 08:00:00 PM,2012,7,Monday,759057.0586,2931855.943,BROOKWAY RD,"(42.2925326, -71.11971445)"
2211,120461756.0,VANDALISM,304,07/16/2012 08:00:00 PM,2012,7,Monday,765394.9806,2942433.733,WEAVER WY,"(42.3214787, -71.09610454)"
2212,120438812.0,Service,579,07/16/2012 08:10:00 PM,2012,7,Monday,762063.0773,2942743.501,CENTRE ST,"(42.32237136, -71.10841955)"
2213,120438816.0,VAL,359,07/16/2012 08:11:00 PM,2012,7,Monday,773495.2016,2933558.8210000005,PARK ST,"(42.29701636, -71.06631956)"
2214,120438830.0,AGGRAVATED ASSAULT,437,07/16/2012 08:17:00 PM,2012,7,Monday,770732.5638,2930635.018,ELMHURST ST,"(42.28903136, -71.07658455)"
2215,120438858.0,DRUG CHARGES,0,07/16/2012 08:25:00 PM,2012,7,Monday,775397.5892,2955626.3189999997,SCHOOL ST,"(42.35754362, -71.05886606)"
2216,120438849.0,RESIDENTIAL BURGLARY,497,07/16/2012 08:27:00 PM,2012,7,Monday,759840.9343,2923584.8,BRADLEE CT,"(42.26982636, -71.11695455)"
2217,120438856.0,DISORDERLY,645,07/16/2012 08:30:00 PM,2012,7,Monday,760530.1714,2939052.183,SEAVERNS AV,"(42.31226136, -71.11414955)"
2218,120438897.0,LARCENY FROM MOTOR VEHICLE,201,07/16/2012 08:45:00 PM,2012,7,Monday,777794.7478,2949865.4639999997,C ST,"(42.34170135, -71.05010957)"
2219,120438894.0,Service,44,07/16/2012 08:47:00 PM,2012,7,Monday,774820.1021,2963661.832,POLK ST,"(42.37960134, -71.06084956)"
2220,120438901.0,OTHER LARCENY,271,07/16/2012 09:00:00 PM,2012,7,Monday,770701.3598,2947021.0810000002,HARRISON AV,"(42.33399593, -71.07639912)"
2221,120439159.0,SIMPLE ASSAULT,441,07/16/2012 09:00:00 PM,2012,7,Monday,768980.8614,2932233.495,TALBOT AV,"(42.29344136, -71.08302956)"
2222,120439654.0,LARCENY FROM MOTOR VEHICLE,40,07/16/2012 09:00:00 PM,2012,7,Monday,775362.9138,2961625.645,CHESTNUT ST,"(42.37400634, -71.05887956)"
2223,120443039.0,OTHER LARCENY,620,07/16/2012 09:00:00 PM,2012,7,Monday,767168.1477,2951333.347,HEMENWAY ST,"(42.34587634, -71.08938955)"
2224,120443789.0,AUTO THEFT,54,07/16/2012 09:00:00 PM,2012,7,Monday,773525.7213,2963957.683,BUNKER HILL ST,"(42.38043134, -71.06563456)"
2225,120480809.0,ROBBERY,300,07/16/2012 09:00:00 PM,2012,7,Monday,766157.5207,2943305.6560000004,HIGHLAND ST,"(42.32386136, -71.09326956)"
2226,120438919.0,OTHER LARCENY,635,07/16/2012 09:06:00 PM,2012,7,Monday,761162.1489,2941636.998,CENTRE ST,"(42.31934635, -71.11176955)"
2227,120438949.0,AGGRAVATED ASSAULT,27,07/16/2012 09:15:00 PM,2012,7,Monday,780511.5193,2962449.128,BORDER ST,"(42.37619134, -71.03980956)"
2228,120438977.0,MedAssist,706,07/16/2012 09:27:00 PM,2012,7,Monday,751822.5593,2924241.5489999996,VERSHIRE ST,"(42.27172352, -71.14656964)"
2229,120439046.0,PropLost,290,07/16/2012 09:30:00 PM,2012,7,Monday,766061.9973,2945610.765,ROXBURY ST,"(42.33018791, -71.09358216)"
2230,120439388.0,LARCENY FROM MOTOR VEHICLE,288,07/16/2012 09:30:00 PM,2012,7,Monday,768378.8533,2945860.048,SHAWMUT AV,"(42.33084135, -71.08500956)"
2231,120438982.0,OPERATING UNDER INFLUENCE,821,07/16/2012 09:30:00 PM,2012,7,Monday,749106.762,2919827.473,GROVE ST,"(42.25964137, -71.15666954)"
2232,120439022.0,Explos,936,07/16/2012 09:45:00 PM,2012,7,Monday,777611.0702,2948807.6560000004,D ST,"(42.33880135, -71.05080957)"
2233,120439031.0,AGGRAVATED ASSAULT,519,07/16/2012 09:47:00 PM,2012,7,Monday,759800.8691,2918953.793,PIERCE ST,"(42.25711899, -71.11717937)"
2234,120439024.0,InvProp,375,07/16/2012 09:50:00 PM,2012,7,Monday,779552.9562,2929722.0530000003,NEPONSET AV,"(42.28640136, -71.04400457)"
2235,120442679.0,LARCENY FROM MOTOR VEHICLE,644,07/16/2012 10:00:00 PM,2012,7,Monday,759761.8643,2937867.938,CENTRE ST,"(42.30902122, -71.11700973)"
2236,120439574.0,LARCENY FROM MOTOR VEHICLE,369,07/16/2012 10:00:00 PM,2012,7,Monday,777545.0866,2932566.668,TILESBORO ST,"(42.29423636, -71.05136957)"
2237,120440248.0,LARCENY FROM MOTOR VEHICLE,434,07/16/2012 10:00:00 PM,2012,7,Monday,769752.8508,2929400.8910000003,NORFOLK ST,"(42.28565813, -71.08022779)"
2238,120440390.0,LARCENY FROM MOTOR VEHICLE,40,07/16/2012 10:00:00 PM,2012,7,Monday,775362.9138,2961625.645,CHESTNUT ST,"(42.37400634, -71.05887956)"
2239,120439044.0,AUTO THEFT,499,07/16/2012 10:03:00 PM,2012,7,Monday,759656.4721,2926777.8680000002,CANTERBURY ST,"(42.27859065, -71.11758318)"
2240,120439058.0,Service,74,07/16/2012 10:09:00 PM,2012,7,Monday,774050.6995,2957194.7189999996,STANIFORD ST,"(42.36186634, -71.06381956)"
2241,120439083.0,InvProp,302,07/16/2012 10:25:00 PM,2012,7,Monday,765244.5341,2943847.877,MARCELLA ST,"(42.32536113, -71.09663611)"
2242,120439079.0,LICViol,86,07/16/2012 10:30:00 PM,2012,7,Monday,776110.4464,2957657.2369999997,SALEM ST,"(42.36310634, -71.05618956)"
2243,120439108.0,MVAcc,823,07/16/2012 10:42:00 PM,2012,7,Monday,775366.7701,2939569.9639999997,PLEASANT ST,"(42.31348491, -71.05928702)"
2244,120439130.0,ROBBERY,769,07/16/2012 10:45:00 PM,2012,7,Monday,750577.2894,2954056.421,MARKET ST,"(42.35355135, -71.15071953)"
2245,120439097.0,LICViol,0,07/16/2012 10:45:00 PM,2012,7,Monday,776110.4464,2957657.2369999997,SALEM ST,"(42.36310634, -71.05618956)"
2246,120439124.0,MedAssist,182,07/16/2012 10:50:00 PM,2012,7,Monday,772439.4442,2943075.903,BURRELL ST,"(42.32314635, -71.07004456)"
2247,120441193.0,PropLost,620,07/16/2012 11:00:00 PM,2012,7,Monday,767215.0266,2951703.466,BOYLSTON ST,"(42.34689135, -71.08920955)"
2248,120439152.0,SIMPLE ASSAULT,418,07/16/2012 11:15:00 PM,2012,7,Monday,769724.4234,2927656.3460000004,SELDEN ST,"(42.28087136, -71.08036456)"
2249,120439165.0,LICViol,0,07/16/2012 11:15:00 PM,2012,7,Monday,776980.5185,2955628.265,BROAD ST,"(42.35752634, -71.05300956)"
2250,120439177.0,InvPer,262,07/16/2012 11:30:00 PM,2012,7,Monday,771242.0906,2942170.307,W COTTAGE ST,"(42.32067784, -71.07448879)"
2251,120439180.0,RESIDENTIAL BURGLARY,358,07/16/2012 11:32:00 PM,2012,7,Monday,774111.2325,2933982.8710000003,MARLOWE ST,"(42.29817135, -71.06403456)"
2252,120439195.0,InvPer,792,07/16/2012 11:40:00 PM,2012,7,Monday,753797.9635,2951500.627,ALLSTON ST,"(42.34650135, -71.13884454)"
2253,120439284.0,ROBBERY,358,07/16/2012 11:45:00 PM,2012,7,Monday,772989.4359,2934060.992,TONAWANDA ST,"(42.29840138, -71.06817959)"
2254,120439194.0,AGGRAVATED ASSAULT,360,07/16/2012 11:50:00 PM,2012,7,Monday,774299.8690000001,2933863.5760000004,PARK ST,"(42.29784135, -71.06333956)"
2255,120442809.0,InvPer,328,07/17/2012 12:00:00 AM,2012,7,Tuesday,771204.0884,2938816.3910000003,GREENHEYS ST,"(42.31147506, -71.07469114)"
2256,120443223.0,PhoneCalls,19,07/17/2012 12:00:00 AM,2012,7,Tuesday,782341.4644,2963073.142,SARATOGA ST,"(42.37787634, -71.03302457)"
2257,120444265.0,DEATH INVESTIGATION,72,07/17/2012 12:00:00 AM,2012,7,Tuesday,774315.8099,2956091.857,BOWDOIN ST,"(42.35883634, -71.06285956)"
2259,120439219.0,AGGRAVATED ASSAULT,463,07/17/2012 12:06:00 AM,2012,7,Tuesday,767228.3595,2932224.361,HARVARD ST,"(42.29343962, -71.08950701)"
2260,120439225.0,OTHER,274,07/17/2012 12:08:00 AM,2012,7,Tuesday,769859.4851,2947193.813,WASHINGTON ST,"(42.33448135, -71.07950956)"
2261,120439233.0,SIMPLE ASSAULT,416,07/17/2012 12:16:00 AM,2012,7,Tuesday,771929.0719,2927716.809,FAIRMOUNT ST,"(42.28100722, -71.07221663)"
2262,120439209.0,MedAssist,624,07/17/2012 12:25:00 AM,2012,7,Tuesday,765979.9657,2951406.105,BOYLSTON ST,"(42.34609161, -71.09378346)"
2263,120439251.0,AGGRAVATED ASSAULT,356,07/17/2012 12:25:00 AM,2012,7,Tuesday,774356.316,2934727.5510000004,CHARLES ST,"(42.30021135, -71.06311456)"
2264,120439260.0,FIRE,445,07/17/2012 12:28:00 AM,2012,7,Tuesday,769681.0823,2933991.6289999997,ROXTON ST,"(42.29825636, -71.08040956)"
2265,120442301.0,LARCENY FROM MOTOR VEHICLE,416,07/17/2012 01:00:00 AM,2012,7,Tuesday,771418.8157,2927316.72,WILMINGTON AV,"(42.27991636, -71.07410956)"
2266,120439321.0,VAL,936,07/17/2012 01:17:00 AM,2012,7,Tuesday,777283.8706,2949075.6119999997,BROADWAY,"(42.33954135, -71.05201456)"
2267,120442180.0,COMMERCIAL BURGLARY,778,07/17/2012 02:00:00 AM,2012,7,Tuesday,749973.0561,2952421.325,WASHINGTON ST,"(42.34907135, -71.15297953)"
2268,120439379.0,MedAssist,273,07/17/2012 02:11:00 AM,2012,7,Tuesday,770198.2968,2947572.668,WASHINGTON ST,"(42.33551635, -71.07824956)"
2269,120439385.0,MVAcc,16,07/17/2012 02:16:00 AM,2012,7,Tuesday,784750.6417,2964798.443,CHELSEA ST,"(42.38257403, -71.02407272)"
2270,120439382.0,VAL,754,07/17/2012 02:19:00 AM,2012,7,Tuesday,745467.0129,2952646.1180000002,NONANTUM ST,"(42.34973729, -71.16964546)"
2271,120439386.0,MedAssist,361,07/17/2012 02:19:00 AM,2012,7,Tuesday,773938.9248,2931963.082,NIXON ST,"(42.29263136, -71.06470956)"
2272,120439393.0,COMMERCIAL BURGLARY,138,07/17/2012 02:23:00 AM,2012,7,Tuesday,769279.4105,2952449.645,BOYLSTON ST,"(42.34891134, -71.08155955)"
2273,120439406.0,InvPer,509,07/17/2012 02:30:00 AM,2012,7,Tuesday,760902.1811,2933368.8589999997,WACHUSETT ST,"(42.29666136, -71.11286955)"
2274,120458892.0,PropLost,597,07/17/2012 02:30:00 AM,2012,7,Tuesday,769043.9088,2949201.442,COLUMBUS AV,"(42.34000135, -71.08248956)"
2275,120439411.0,FIRE,279,07/17/2012 02:37:00 AM,2012,7,Tuesday,769695.3014,2945667.8789999997,EUSTIS ST,"(42.33029635, -71.08014455)"
2276,120439515.0,VANDALISM,617,07/17/2012 02:38:00 AM,2012,7,Tuesday,765434.4425,2948659.2830000003,MUSEUM RD,"(42.33856135, -71.09584955)"
2277,120439413.0,Arrest,0,07/17/2012 02:39:00 AM,2012,7,Tuesday,769949.1162,2943823.311,WINTHROP ST,"(42.32523135, -71.07923956)"
2278,120439415.0,PropLost,64,07/17/2012 02:43:00 AM,2012,7,Tuesday,772536.2528,2957381.922,FRUIT ST,"(42.36240114, -71.06941954)"
2279,120442945.0,TOWED,290,07/17/2012 02:45:00 AM,2012,7,Tuesday,767867.9908,2945540.519,MALCOLM X BL,"(42.32997135, -71.08690455)"
2280,120439426.0,InvPer,192,07/17/2012 02:51:00 AM,2012,7,Tuesday,776067.8057,2945064.203,DEVINE WY,"(42.32855135, -71.05658956)"
2281,120439447.0,SIMPLE ASSAULT,162,07/17/2012 03:14:00 AM,2012,7,Tuesday,774045.3801,2950833.5919999997,TRAVELER ST,"(42.34441135, -71.06395957)"
2282,120452949.0,HateCrim,131,07/17/2012 04:30:00 AM,2012,7,Tuesday,770916.946,2954205.171,MARLBOROUGH ST,"(42.35370635, -71.07546956)"
2283,120439499.0,BENoProp,128,07/17/2012 04:32:00 AM,2012,7,Tuesday,771663.9468,2952338.836,STANHOPE ST,"(42.34857484, -71.07274059)"
2284,120439511.0,Arrest,238,07/17/2012 05:31:00 AM,2012,7,Tuesday,773099.0777,2941253.463,DUDLEY ST,"(42.31813635, -71.06763956)"
2285,120439532.0,AGGRAVATED ASSAULT,320,07/17/2012 05:45:00 AM,2012,7,Tuesday,768645.5155,2938029.845,HARTWELL ST,"(42.30935135, -71.08416456)"
2286,120439529.0,MVAcc,457,07/17/2012 05:50:00 AM,2012,7,Tuesday,768461.8364,2934415.332,CHARLOTTE ST,"(42.29943539, -71.08490864)"
2287,120447298.0,OTHER LARCENY,244,07/17/2012 06:00:00 AM,2012,7,Tuesday,775730.1985,2940973.03,TAFT ST,"(42.31732982, -71.05791647)"
2288,120439556.0,VANDALISM,326,07/17/2012 06:33:00 AM,2012,7,Tuesday,769823.267,2939178.0889999997,CRESTON ST,"(42.31248635, -71.07978955)"
2289,120440644.0,RESIDENTIAL BURGLARY,520,07/17/2012 07:00:00 AM,2012,7,Tuesday,758192.8956,2919895.084,HYDE PARK AV,"(42.25972163, -71.12310371)"
2290,120445677.0,PropFound,188,07/17/2012 07:00:00 AM,2012,7,Tuesday,775498.1589,2942796.3439999996,MT VERNON ST,"(42.32233637, -71.05873954)"
2291,120439987.0,MedAssist,289,07/17/2012 07:40:00 AM,2012,7,Tuesday,766765.8102,2946902.542,SCHROEDER PLAZA,"(42.33372337, -71.09095643)"
2292,120439672.0,TOWED,774,07/17/2012 07:50:00 AM,2012,7,Tuesday,749568.0093,2949191.688,STRATHMORE RD,"(42.34021361, -71.1545263)"
2293,120442912.0,PropLost,305,07/17/2012 08:00:00 AM,2012,7,Tuesday,766503.5125,2942490.9960000003,WASHINGTON ST,"(42.32162135, -71.09200455)"
2294,120440870.0,DRUG CHARGES,355,07/17/2012 08:00:00 AM,2012,7,Tuesday,775275.7115,2933759.268,GIBSON ST,"(42.29754136, -71.05973457)"
2295,120439728.0,SIMPLE ASSAULT,453,07/17/2012 08:00:00 AM,2012,7,Tuesday,771386.5956,2933589.519,BRADLEE ST,"(42.29712975, -71.07411289)"
2296,120440920.0,RESIDENTIAL BURGLARY,446,07/17/2012 08:00:00 AM,2012,7,Tuesday,770626.9209,2933385.8910000003,SPENCER ST,"(42.29658135, -71.07692456)"
